name,latitude,longitude,state
Pausa,50.58172,11.99732,Saxony
Wäschenbeuren,48.75991,9.68735,Baden-Wuerttemberg
Hohenpeißenberg,47.8,11.0,Bavaria
Neckarsteinach,49.40735,8.84342,Hesse
Leiblfing,48.77565,12.51793,Bavaria
Lychen,53.21242,13.31483,Brandenburg
Messel,49.93833,8.74056,Hesse
Amelinghausen,53.12397,10.21274,Lower Saxony
Johannesberg,50.03159,9.14252,Bavaria
Kirchheim,50.83333,9.56667,Hesse
Ichtershausen,50.87602,10.97028,Thuringia
Bürgerpark,52.25142,10.5284,Lower Saxony
Alfhausen,52.5,7.95,Lower Saxony
Bönningstedt,53.66667,9.91667,Schleswig-Holstein
Stützengrün,50.53333,12.53333,Saxony
Neufahrn,48.25587,12.44078,Bavaria
Buchenberg,47.69593,10.23927,Bavaria
Neudrossenfeld,50.01667,11.5,Bavaria
Eschede,52.73494,10.2354,Lower Saxony
Thallwitz,51.43333,12.68333,Saxony
Rennerod,50.6082,8.06697,Rheinland-Pfalz
Süderbrarup,54.63333,9.78333,Schleswig-Holstein
Mehlingen,49.49136,7.85467,Rheinland-Pfalz
Durbach,48.49352,8.01736,Baden-Wuerttemberg
Schondorf am Ammersee,48.05296,11.09138,Bavaria
Eging,48.46328,12.18957,Bavaria
Rickenbach,47.61895,7.97873,Baden-Wuerttemberg
Mulfingen,49.34028,9.80083,Baden-Wuerttemberg
Gosheim,48.1343,8.75426,Baden-Wuerttemberg
Kiedrich,50.03965,8.08531,Hesse
Steinwiesen,50.29444,11.46295,Bavaria
Berga,50.75184,12.16445,Thuringia
Schöllkrippen,50.08545,9.24697,Bavaria
Breuna,51.41575,9.185,Hesse
Gerstungen,50.96667,10.06667,Thuringia
Wurzbach,50.46357,11.53779,Thuringia
Kreuzwertheim,49.76818,9.51819,Bavaria
Neckartailfingen,48.61172,9.26371,Baden-Wuerttemberg
Untereisesheim,49.21111,9.20194,Baden-Wuerttemberg
Litzelstetten,47.71409,9.17307,Baden-Wuerttemberg
Lübtheen,53.30118,11.08368,Mecklenburg-Vorpommern
Mistelgau,49.9126,11.46586,Bavaria
Nobitz,50.97621,12.48605,Thuringia
Vacha,50.8279,10.02185,Thuringia
Kruft,50.38333,7.33333,Rheinland-Pfalz
Mascherode,52.22338,10.56653,Lower Saxony
Aukrug,54.08333,9.78333,Schleswig-Holstein
Altenmünster,48.46495,10.59065,Bavaria
Zaberfeld,49.05611,8.92694,Baden-Wuerttemberg
Obernzell,48.55485,13.63729,Bavaria
Thierhaupten,48.56531,10.90862,Bavaria
Neuhausen,47.83754,8.77449,Baden-Wuerttemberg
Osterwieck,51.9699,10.71042,Saxony-Anhalt
Upgant-Schott,53.51667,7.28333,Lower Saxony
Wahrenholz,52.61667,10.6,Lower Saxony
Badenweiler,47.80223,7.67236,Baden-Wuerttemberg
Sigmaringendorf,48.06586,9.26208,Baden-Wuerttemberg
Groß-Rohrheim,49.72111,8.48278,Hesse
Marklkofen,48.55,12.56667,Bavaria
Mittelbiberach,48.08333,9.75,Baden-Wuerttemberg
Buggingen,47.8475,7.63799,Baden-Wuerttemberg
Wurmlingen,48.0,8.78333,Baden-Wuerttemberg
Sailauf,50.02461,9.25932,Bavaria
Wiesa,50.61114,13.01377,Saxony
Börnsen,53.4762,10.2816,Schleswig-Holstein
Hohnstein,50.97991,14.11408,Saxony
Langerringen,48.1459,10.75894,Bavaria
Gars,48.15386,12.27767,Bavaria
Malschwitz,51.23759,14.52163,Saxony
Tittling,48.72619,13.38221,Bavaria
Grünsfeld,49.60949,9.74725,Baden-Wuerttemberg
Kirchberg,49.94395,7.407,Rheinland-Pfalz
Eschershausen,51.92664,9.64282,Lower Saxony
Langewiesen,50.67252,10.97102,Thuringia
Bitz,48.244,9.09144,Baden-Wuerttemberg
Ludwigsstadt,50.48605,11.38734,Bavaria
Maroldsweisach,50.19578,10.66003,Bavaria
Bad Kleinen,53.77134,11.47165,Mecklenburg-Vorpommern
Schlierbach,48.67362,9.51811,Baden-Wuerttemberg
Kanzlerfeld,52.28594,10.45671,Lower Saxony
Ehekirchen,48.63333,11.1,Bavaria
Pfaffing,48.05456,12.10917,Bavaria
Wössingen,49.01205,8.60754,Baden-Wuerttemberg
Hettstadt,49.79944,9.815,Bavaria
Deidesheim,49.40782,8.18445,Rheinland-Pfalz
Happurg,49.49372,11.47119,Bavaria
Kranichfeld,50.85446,11.20057,Thuringia
Wasungen,50.6619,10.36947,Thuringia
Langenwetzendorf,50.67884,12.09407,Thuringia
Lauterhofen,49.3684,11.60294,Bavaria
Göllheim,49.595,8.05083,Rheinland-Pfalz
Berge,52.62326,7.7455,Lower Saxony
Tegernsee,47.7123,11.7582,Bavaria
Uttenweiler,48.15,9.61667,Baden-Wuerttemberg
Königswartha,51.31028,14.32797,Saxony
Goldberg,53.58878,12.08855,Mecklenburg-Vorpommern
Oberschöna,50.89759,13.25379,Saxony
Zschadrass,51.13828,12.81848,Saxony
Sankt Michaelisdonn,53.98333,9.11667,Schleswig-Holstein
Öhningen,47.66186,8.88674,Baden-Wuerttemberg
Lieblos,50.20789,9.1432,Hesse
Bad Bellingen,47.73147,7.55756,Baden-Wuerttemberg
Steinhöring,48.08679,12.0314,Bavaria
Hebertsfelden,48.40596,12.82259,Bavaria
Holzheim,48.51422,10.53057,Bavaria
Langenbach,48.43333,11.85,Bavaria
Gornau,50.75901,13.03731,Saxony
Mildenau,50.58689,13.07263,Saxony
Melverode,52.22969,10.52542,Lower Saxony
Mertingen,48.65695,10.80557,Bavaria
Donaustauf,49.03258,12.20459,Bavaria
Hohenthann,48.66115,12.09251,Bavaria
Lichtenau,49.15979,10.37935,Bavaria
Schönwald,50.1997,12.08503,Bavaria
Schönewalde,51.67901,13.60247,Brandenburg
Gau-Odernheim,49.78472,8.19417,Rheinland-Pfalz
Ellingen,49.06076,10.96783,Bavaria
Jemgum,53.26667,7.38333,Lower Saxony
Raguhn,51.71167,12.27531,Saxony-Anhalt
Wehingen,48.14533,8.79151,Baden-Wuerttemberg
Ostheim,50.45996,10.23057,Bavaria
Schöneck,50.39052,12.32731,Saxony
Deutsch Evern,53.2,10.43333,Lower Saxony
Amendingen,48.00302,10.17918,Bavaria
Heimenkirch,47.62959,9.90304,Bavaria
Farchant,47.53036,11.11151,Bavaria
Weißensee,51.19989,11.06914,Thuringia
Hondelage,52.31444,10.60567,Lower Saxony
Helmstadt-Bargen,49.31427,8.99712,Baden-Wuerttemberg
Tennenbronn,48.19041,8.35176,Baden-Wuerttemberg
Kreuth,47.64085,11.74485,Bavaria
Oberrot,49.01444,9.66722,Baden-Wuerttemberg
Hofkirchen,48.67805,13.11917,Bavaria
Bermatingen,47.73333,9.35,Baden-Wuerttemberg
Goldkronach,50.01086,11.6875,Bavaria
Wurmannsquick,48.35334,12.78603,Bavaria
Bahlingen,48.12064,7.73982,Baden-Wuerttemberg
Buch,48.22479,10.18055,Bavaria
Sankt Egidien,50.78617,12.62395,Saxony
Penzing,48.07481,10.92745,Bavaria
Bad Ditzenbach,48.5883,9.70393,Baden-Wuerttemberg
Gehren,50.64852,11.00471,Thuringia
Guntersblum,49.7975,8.34556,Rheinland-Pfalz
Marktbreit,49.66541,10.14811,Bavaria
Kirchroth,48.95,12.55,Bavaria
Bad Heilbrunn,47.74671,11.45934,Bavaria
Mildstedt,54.46667,9.1,Schleswig-Holstein
Langenbrettach,49.22601,9.41842,Baden-Wuerttemberg
Föritz,50.34174,11.2318,Bavaria
Sonnewalde,51.69223,13.6473,Brandenburg
Hirschhorn,49.44566,8.89594,Hesse
Diespeck,49.6,10.63333,Bavaria
Heiligenstadt,49.86303,11.17185,Bavaria
Ursensollen,49.40204,11.75503,Bavaria
Marktleugast,50.17306,11.63389,Bavaria
Markt Rettenbach,47.94733,10.39608,Bavaria
Bissingen an der Teck,48.59915,9.49146,Baden-Wuerttemberg
Plate,53.55145,11.50927,Mecklenburg-Vorpommern
Viereth-Trunstadt,49.92222,10.77716,Bavaria
Kirchdorf,48.07667,10.12629,Baden-Wuerttemberg
Waldalgesheim,49.95,7.83333,Rheinland-Pfalz
Massenbachhausen,49.17778,9.04333,Baden-Wuerttemberg
Grainau,47.47614,11.02405,Bavaria
Marktleuthen,50.13007,12.00226,Bavaria
Langenlonsheim,49.9,7.9,Rheinland-Pfalz
Simbach,48.56606,12.73888,Bavaria
Mühlhausen-Ehingen,47.81102,8.81224,Baden-Wuerttemberg
Jeßnitz,51.68307,12.29992,Saxony-Anhalt
Dauchingen,48.08993,8.55011,Baden-Wuerttemberg
Schlier,47.77004,9.67354,Baden-Wuerttemberg
Weil,48.11717,10.92161,Bavaria
Lützen,51.25671,12.14164,Saxony-Anhalt
Dorum,53.6879,8.56734,Lower Saxony
Moorenweis,48.15561,11.07851,Bavaria
Radibor,51.24481,14.39842,Saxony
Kirtorf,50.76942,9.10389,Hesse
Wyhl,48.16617,7.64917,Baden-Wuerttemberg
Bad Steben,50.36648,11.64438,Bavaria
Erlau,51.00938,12.94549,Saxony
Michelfeld,49.0975,9.67861,Baden-Wuerttemberg
Meißenheim,48.41035,7.77266,Baden-Wuerttemberg
Marschacht,53.4152,10.37524,Lower Saxony
Haldenwang,47.8,10.35,Bavaria
Wallhausen,49.21042,10.06219,Baden-Wuerttemberg
Grafrath,48.11667,11.16667,Bavaria
Ölbronn-Dürrn,48.96667,8.75,Baden-Wuerttemberg
Hausen,49.68945,11.03216,Bavaria
Zahna,51.9141,12.78561,Saxony-Anhalt
Drage,53.41667,10.26667,Lower Saxony
Hechthausen,53.64041,9.23942,Lower Saxony
Halsbrücke,50.95,13.35,Saxony
Rott,47.92008,12.08771,Bavaria
Tarmstedt,53.22505,9.07763,Lower Saxony
Gräfenroda,50.74781,10.81063,Thuringia
Schnelldorf,49.2,10.18333,Bavaria
Welden,48.45505,10.66086,Bavaria
Weischlitz,50.45,12.06667,Saxony
Bosau,54.09787,10.4357,Schleswig-Holstein
Wingst,53.73572,9.08054,Lower Saxony
Orscholz,49.50593,6.52502,Saarland
Mirow,53.5051,11.50294,Mecklenburg-Vorpommern
Liebenau,51.49699,9.28207,Hesse
Bissingen,48.71694,10.61766,Bavaria
Owschlag,54.39336,9.59243,Schleswig-Holstein
Niederaichbach,48.6,12.31667,Bavaria
Neukieritzsch,51.14995,12.4109,Saxony
Großbothen,51.18784,12.75101,Saxony
Warngau,47.83217,11.72173,Bavaria
Edemissen,52.38702,10.2614,Lower Saxony
Kralenriede,52.30701,10.52834,Lower Saxony
Priestewitz,51.25,13.51667,Saxony
Friedland,52.10493,14.26399,Brandenburg
Wiesenfelden,49.04066,12.54008,Bavaria
Münchhausen,50.96081,8.71837,Hesse
Kirchberg an der Murr,48.94297,9.34083,Baden-Wuerttemberg
Werbach,49.67083,9.63944,Baden-Wuerttemberg
Bodenfelde,51.64044,9.55569,Lower Saxony
Icking,47.95,11.43333,Bavaria
Nickenich,50.41421,7.32728,Rheinland-Pfalz
Satrup,54.69237,9.60549,Schleswig-Holstein
Risum-Lindholm,54.75802,8.86906,Schleswig-Holstein
Ursberg,48.26428,10.44594,Bavaria
Rust,48.26667,7.73333,Baden-Wuerttemberg
Friolzheim,48.83333,8.83333,Baden-Wuerttemberg
Eschlkam,49.29883,12.91573,Bavaria
Finnentrop,51.1736,7.9664,North Rhine-Westphalia
Amerang,47.99139,12.30795,Bavaria
Burgrieden,48.23333,9.93333,Baden-Wuerttemberg
Frankenau,51.09269,8.93447,Hesse
Schnaitsee,48.06667,12.36667,Bavaria
Oberjettingen,48.57468,8.77636,Baden-Wuerttemberg
Dargun,53.9009,12.85014,Mecklenburg-Vorpommern
Owen,48.58742,9.44978,Baden-Wuerttemberg
Neckarwestheim,49.04694,9.19,Baden-Wuerttemberg
Epfendorf,48.25,8.6,Baden-Wuerttemberg
Stadtsteinach,50.16433,11.50349,Bavaria
Anrode,51.26667,10.33333,Thuringia
Geisa,50.71465,9.95075,Thuringia
Zornheim,49.89,8.22472,Rheinland-Pfalz
Hohentengen,47.57005,8.4325,Baden-Wuerttemberg
Warmsen,52.45695,8.84949,Lower Saxony
Sohren,49.93333,7.31667,Rheinland-Pfalz
Mönkeberg,54.35,10.18333,Schleswig-Holstein
Spraitbach,48.88065,9.76217,Baden-Wuerttemberg
Rötz,49.34316,12.52963,Bavaria
Unterwössen,47.73333,12.46667,Bavaria
Weißenstadt,50.10217,11.88849,Bavaria
Riegel,48.15111,7.74915,Baden-Wuerttemberg
Mötzingen,48.5332,8.77447,Baden-Wuerttemberg
Konradsreuth,50.26667,11.85,Bavaria
Eisingen,49.75972,9.83111,Bavaria
Bornhöved,54.06667,10.23333,Schleswig-Holstein
Hohenau,48.84983,13.48825,Bavaria
Carlsberg,49.50389,8.04167,Rheinland-Pfalz
Sankt Katharinen,50.58333,7.38333,Rheinland-Pfalz
Floß,49.72395,12.27593,Bavaria
Anzing,48.15171,11.8533,Bavaria
Himmelkron,50.06667,11.6,Bavaria
Plößberg,49.91977,11.86883,Bavaria
Amtzell,47.7,9.75,Baden-Wuerttemberg
Spreenhagen,52.34325,13.87663,Brandenburg
Wasserlosen,50.09476,10.03017,Bavaria
Schildau,51.45721,12.93024,Saxony
Steinbach,50.15328,11.65055,Bavaria
Halblech,47.63155,10.82024,Bavaria
Bad Klosterlausnitz,50.91667,11.86667,Thuringia
Seebad Heringsdorf,53.95379,14.16852,Mecklenburg-Vorpommern
Eching,48.5,12.06667,Bavaria
Thaleischweiler-Fröschen,49.26667,7.58333,Rheinland-Pfalz
Burgstetten,48.92805,9.37239,Baden-Wuerttemberg
Albersdorf,54.15,9.28333,Schleswig-Holstein
Annaburg,51.73298,13.04729,Saxony-Anhalt
Vettelschoß,50.61667,7.35,Rheinland-Pfalz
Petritor - West,52.26609,10.49382,Lower Saxony
Glattbach,50.0076,9.1499,Bavaria
Loiching,48.61667,12.43333,Bavaria
Breitenbrunn,49.36388,12.02013,Bavaria
Schwangau,47.57722,10.73416,Bavaria
Claußnitz,50.93333,12.88333,Saxony
Luhe-Wildenau,49.58367,12.14921,Bavaria
Belgershain,51.23333,12.55,Saxony
Groß Grönau,53.8,10.75,Schleswig-Holstein
Bösingen,48.23333,8.55,Baden-Wuerttemberg
Tiefenbach,48.5,12.1,Bavaria
Schwindegg,48.27155,12.25978,Bavaria
Mansfeld,51.59234,11.45223,Saxony-Anhalt
Nesselwang,47.62342,10.50243,Bavaria
Mauer,49.34083,8.80028,Baden-Wuerttemberg
Biberbach,48.51778,10.81139,Bavaria
Beuren,48.56927,9.40406,Baden-Wuerttemberg
Stammham,48.29604,11.86961,Bavaria
Langenenslingen,48.14851,9.37765,Baden-Wuerttemberg
Rodenbach,49.57414,8.10695,Rheinland-Pfalz
Klein-Winternheim,49.93833,8.21194,Rheinland-Pfalz
Oberaula,50.85,9.46667,Hesse
Urmitz,50.41667,7.51667,Rheinland-Pfalz
Bischoffen,50.7,8.45,Hesse
Oranienbaum,51.7986,12.40583,Saxony-Anhalt
Göda,51.178,14.31951,Saxony
Rimsting,47.88078,12.33713,Bavaria
Mühlheim am Bach,48.37863,8.69735,Baden-Wuerttemberg
Notzingen,48.67076,9.45721,Baden-Wuerttemberg
Bärnau,49.81079,12.43318,Bavaria
Hildrizhausen,48.62423,8.96605,Baden-Wuerttemberg
Wallerstein,48.88741,10.47591,Bavaria
Forstinning,48.16866,11.91244,Bavaria
Gilserberg,50.95,9.06667,Hesse
Gatow,52.48324,13.18285,Berlin
Polling,48.21667,12.56667,Bavaria
Dahlenburg,53.18767,10.7365,Lower Saxony
Warin,53.80026,11.70504,Mecklenburg-Vorpommern
Wackersberg,47.73333,11.55,Bavaria
Stauchitz,51.2435,13.21437,Saxony
Laberweinting,48.8,12.31667,Bavaria
Neuhaus-Schierschnitz,50.31237,11.24019,Thuringia
Hasloh,53.69471,9.91682,Schleswig-Holstein
Hoisdorf,53.65,10.31667,Schleswig-Holstein
Bergtheim,49.9,10.06667,Bavaria
Randersacker,49.76021,9.98277,Bavaria
Joachimsthal,52.97945,13.74493,Brandenburg
Fürstenstein,48.71667,13.33333,Bavaria
Aiterhofen,48.84659,12.62012,Bavaria
Niederorschel,51.37222,10.42372,Thuringia
Krakow am See,53.65163,12.27034,Mecklenburg-Vorpommern
Münchenbernsdorf,50.82114,11.93226,Thuringia
Windach,48.06667,11.03333,Bavaria
Kirchenthumbach,49.74866,11.72542,Bavaria
Lebus,52.42719,14.53235,Brandenburg
Kisdorf,53.81667,10.01667,Schleswig-Holstein
Ahlbeck,53.66972,14.18622,Mecklenburg-Vorpommern
Eigeltingen,47.85802,8.89784,Baden-Wuerttemberg
Colbitz,52.31708,11.60534,Saxony-Anhalt
Wolfegg,47.8203,9.79491,Baden-Wuerttemberg
Benediktbeuern,47.70624,11.41522,Bavaria
Kleinheubach,49.72109,9.21346,Bavaria
Münstermaifeld,50.24638,7.36208,Rheinland-Pfalz
Rautheim,52.2402,10.58696,Lower Saxony
Wilhelmsfeld,49.47056,8.75361,Baden-Wuerttemberg
Freden,51.92771,9.8935,Lower Saxony
Brome,52.60019,10.93754,Lower Saxony
Schernberg,51.32774,10.76928,Thuringia
Bockhorn,48.31471,11.98694,Bavaria
Trierweiler,49.76231,6.55987,Rheinland-Pfalz
Steinigtwolmsdorf,51.06314,14.3454,Saxony
Cadenberge,53.76926,9.06269,Lower Saxony
Neuental,51.0,9.21667,Hesse
Heßdorf,49.62728,10.91002,Bavaria
Freiensteinau,50.42509,9.40267,Hesse
Palling,48.00204,12.63702,Bavaria
Großharthau,51.10694,14.09911,Saxony
Bad Holzhausen,52.28971,8.53954,North Rhine-Westphalia
Jandelsbrunn,48.73333,13.7,Bavaria
Hamm (Sieg),50.76531,7.67761,Rheinland-Pfalz
Großweitzschen,51.15845,13.04517,Saxony
Buch,48.65234,12.16311,Bavaria
Dipperz,50.54333,9.79586,Hesse
Dänischenhagen,54.42775,10.12596,Schleswig-Holstein
Michelbach an der Bilz,49.07028,9.7625,Baden-Wuerttemberg
Neuhaus am Inn,48.46086,13.42083,Upper Austria
Türkenfeld,48.10531,11.08303,Bavaria
Barchfeld,50.82872,11.17955,Thuringia
Haina,51.02774,8.97441,Hesse
Eystrup,52.77935,9.21315,Lower Saxony
Türnich,50.85892,6.75535,North Rhine-Westphalia
Pillnitz,51.0073,13.87565,Saxony
Redwitz an der Rodach,50.17323,11.20833,Bavaria
Burgoberbach,49.23333,10.58333,Bavaria
Bempflingen,48.57178,9.26834,Baden-Wuerttemberg
Biberach,48.33333,8.03333,Baden-Wuerttemberg
Lamstedt,53.63333,9.1,Lower Saxony
Malsch,49.24722,8.68278,Baden-Wuerttemberg
Meckenheim,49.40444,8.23917,Rheinland-Pfalz
Siegenburg,48.75421,11.84831,Bavaria
Viewegs Garten,52.25847,10.5381,Lower Saxony
Zschepplin,51.5,12.6,Saxony
Simmelsdorf,49.59775,11.33901,Bavaria
Rohr,49.34112,10.88981,Bavaria
Ettringen,48.1,10.65,Bavaria
Sasbach,48.13837,7.61576,Baden-Wuerttemberg
Ohlstadt,47.63333,11.23333,Bavaria
Uckerath,50.73015,7.36921,Rheinland-Pfalz
Schalkau,50.39536,11.00732,Thuringia
Au am Rhein,48.95,8.23333,Baden-Wuerttemberg
Frauenstein,50.80279,13.5379,Saxony
Buchenbach,47.96138,8.00909,Baden-Wuerttemberg
Offenberg,48.86195,12.86293,Bavaria
Bodenmais,49.06667,13.1,Bavaria
Gnoien,53.9687,12.71099,Mecklenburg-Vorpommern
Nieder-Florstadt,50.3162,8.86166,Hesse
Melbeck,53.18333,10.4,Lower Saxony
Behringen,50.77283,11.01403,Thuringia
Rohr,48.76768,11.97152,Bavaria
Gensingen,49.9,7.93333,Rheinland-Pfalz
Falkenstein,49.0975,12.48802,Bavaria
Fränkisch-Crumbach,49.74611,8.85861,Hesse
Hunderdorf,48.89162,12.67382,Bavaria
Wildflecken,50.37764,9.91092,Bavaria
Bürgel,50.94217,11.75635,Thuringia
Sülfeld,53.8,10.23333,Schleswig-Holstein
Sachsen bei Ansbach,49.28999,10.65971,Bavaria
Straßkirchen,48.83071,12.72105,Bavaria
Rinchnach,48.94956,13.20102,Bavaria
Wesenberg,53.2803,12.96936,Mecklenburg-Vorpommern
Schrecksbach,50.83333,9.28333,Hesse
Schuttertal,48.26667,7.95,Baden-Wuerttemberg
Grafenrheinfeld,50.0,10.2,Bavaria
Eberstadt,49.18028,9.32111,Baden-Wuerttemberg
Lindow,52.96689,12.98498,Brandenburg
Jevenstedt,54.23333,9.66667,Schleswig-Holstein
Burgbrohl,50.45463,7.2772,Rheinland-Pfalz
Höpfingen,49.6025,9.42861,Baden-Wuerttemberg
Weidhausen bei Coburg,50.20354,11.14006,Bavaria
Rickling,54.01667,10.16667,Schleswig-Holstein
Kettig,50.4,7.46667,Rheinland-Pfalz
Neuhausen,50.67647,13.4675,Saxony
Burtenbach,48.34051,10.4528,Bavaria
Ellhofen,49.14667,9.32194,Baden-Wuerttemberg
Illerrieden,48.27017,10.05155,Baden-Wuerttemberg
Poppenricht,49.47557,11.79778,Bavaria
Thalmassing,48.91167,12.155,Bavaria
Bismark,52.66195,11.55638,Saxony-Anhalt
Ottenhofen,48.7356,8.12981,Baden-Wuerttemberg
Selsingen,53.37329,9.21289,Lower Saxony
Jöhstadt,50.51229,13.0946,Saxony
Vordorf,52.36522,10.52035,Lower Saxony
Birkenheide,49.48139,8.26194,Rheinland-Pfalz
Mettenheim,48.26667,12.46667,Bavaria
Kobern-Gondorf,50.3023,7.45612,Rheinland-Pfalz
Eußenheim,49.98589,9.80899,Bavaria
Niedersachswerfen,51.55062,10.76594,Thuringia
Lohmen,50.98831,14.00268,Saxony
Buckenhof,49.59324,11.05044,Bavaria
Eicklingen,52.55037,10.18439,Lower Saxony
Gundelsheim,49.93708,10.9199,Bavaria
Lustadt,49.24476,8.27407,Rheinland-Pfalz
Seukendorf,49.48844,10.87999,Bavaria
Alling,48.14034,11.30144,Bavaria
Ortenberg,48.45158,7.97178,Baden-Wuerttemberg
Königheim,49.62028,9.59583,Baden-Wuerttemberg
Geising,50.75742,13.79278,Saxony
Plessa,51.46667,13.61667,Brandenburg
Otterstadt,49.37222,8.44778,Rheinland-Pfalz
Altenstadt,47.82359,10.87475,Bavaria
Elterlein,50.57663,12.86836,Saxony
Neumark,50.6601,12.35619,Saxony
Mettlach,49.49489,6.58562,Saarland
Baddeckenstedt,52.08333,10.23333,Lower Saxony
Fridingen an der Donau,48.01955,8.92322,Baden-Wuerttemberg
Hagen,52.26787,10.52533,Lower Saxony
Scharnebeck,53.29237,10.50188,Lower Saxony
Lauben,47.78333,10.3,Bavaria
Reinsberg,51.00823,13.36542,Saxony
Albertstadt,51.08333,13.76667,Saxony
Pettendorf,49.35475,12.35926,Bavaria
Westhofen,49.70444,8.24806,Rheinland-Pfalz
Ulmen,50.20943,6.97941,Rheinland-Pfalz
Hauswalde,51.15212,14.0863,Saxony
Künzing,48.66667,13.08333,Bavaria
Waggum,52.32632,10.55803,Lower Saxony
Hilgertshausen-Tandern,48.4296,11.35428,Bavaria
Ulrichstein,50.5755,9.19272,Hesse
Biberach,48.61008,8.27704,Baden-Wuerttemberg
Wünschendorf,50.79662,12.09824,Thuringia
Margetshöchheim,49.8375,9.86389,Bavaria
Dermbach,50.71383,10.11839,Thuringia
Hordel,51.49784,7.1762,North Rhine-Westphalia
Egenhofen,48.28333,11.16667,Bavaria
Graben,48.18732,10.82222,Bavaria
Marksuhl,50.91667,10.2,Thuringia
Holzweißig,51.59819,12.30842,Saxony-Anhalt
Gerolsbach,48.49283,11.36149,Bavaria
Zarrentin,53.55075,10.9155,Mecklenburg-Vorpommern
Dassow,53.91096,10.97551,Mecklenburg-Vorpommern
Buttenheim,49.80365,11.03002,Bavaria
Herdwangen-Schönach,47.85,9.2,Baden-Wuerttemberg
Bischofsmais,48.91796,13.08184,Bavaria
Tüßling,48.21218,12.59954,Bavaria
Wasserburg,48.44105,10.2693,Bavaria
Höhn,50.61667,7.98333,Rheinland-Pfalz
Jarmen,53.92385,13.34032,Mecklenburg-Vorpommern
Fraunberg,48.36667,12.0,Bavaria
Furth,48.40616,12.38121,Bavaria
Auma,50.70044,11.89958,Thuringia
Großolbersdorf,50.7,13.08333,Saxony
Rositz,51.01728,12.36354,Thuringia
Klütz,53.9647,11.16367,Mecklenburg-Vorpommern
Neuweiler,48.66667,8.6,Baden-Wuerttemberg
Polling,47.81102,11.13241,Bavaria
Sankt Kilian,50.52749,10.76301,Thuringia
Villingendorf,48.2,8.58333,Baden-Wuerttemberg
Veilsdorf,50.40876,10.80947,Thuringia
Lamspringe,51.96071,10.01105,Lower Saxony
Stromberg,50.45779,7.60041,Rheinland-Pfalz
Weyarn,47.85838,11.79923,Bavaria
Prichsenstadt,49.81933,10.34773,Bavaria
Legau,47.85628,10.12981,Bavaria
Rieden an der Kötz,48.38499,10.25711,Bavaria
Hillesheim,50.29177,6.66963,Rheinland-Pfalz
Neuburg,47.77056,10.35563,Bavaria
Wangen,48.72933,9.61175,Baden-Wuerttemberg
Vollersode,53.33333,8.91667,Lower Saxony
Staig,48.29998,9.99138,Baden-Wuerttemberg
Bad Salzschlirf,50.62388,9.50815,Hesse
Altstadt,53.62805,11.41582,Mecklenburg-Vorpommern
Saara,50.93284,12.42096,Thuringia
Zingst,54.43572,12.6888,Mecklenburg-Vorpommern
Merenberg,50.50707,8.19194,Hesse
Teuchern,51.12094,12.0241,Saxony-Anhalt
Rieste,52.48333,8.01667,Lower Saxony
Moos,47.72439,8.93479,Baden-Wuerttemberg
Lauterbach/Schwarzwald,48.22999,8.3424,Baden-Wuerttemberg
Braubach,50.2736,7.64508,Rheinland-Pfalz
Mundelsheim,49.00083,9.20778,Baden-Wuerttemberg
Herleshausen,51.00629,10.16731,Hesse
Geroldsgrün,50.33333,11.6,Bavaria
Alteglofsheim,48.91667,12.2,Bavaria
Pfaffroda,50.86134,12.51497,Saxony
Pürgen,48.02472,10.92213,Bavaria
Sexau,48.10209,7.90757,Baden-Wuerttemberg
Weilheim,47.66667,8.23333,Baden-Wuerttemberg
Wusterwitz,52.36666,12.38488,Brandenburg
Eichstetten,48.09427,7.74244,Baden-Wuerttemberg
Gondelsheim,49.05917,8.65833,Baden-Wuerttemberg
Sand,49.98585,10.5862,Bavaria
Andechs,47.97464,11.18279,Bavaria
Bolheim,48.63141,10.14995,Baden-Wuerttemberg
Ascheberg,54.15027,10.34552,Schleswig-Holstein
Ohlsbach,48.43222,7.99384,Baden-Wuerttemberg
Elstra,51.22172,14.13201,Saxony
Surberg,47.86667,12.7,Bavaria
Jesewitz,51.42276,12.56312,Saxony
Krölpa,50.67743,11.53848,Thuringia
Mönchweiler,48.1004,8.42219,Baden-Wuerttemberg
Hodenhagen,52.76506,9.59495,Lower Saxony
Bischweier,48.83766,8.28412,Baden-Wuerttemberg
Waischenfeld,49.84645,11.3481,Bavaria
Nentershausen,51.01667,9.93333,Hesse
Ferdinandshof,53.66124,13.88724,Mecklenburg-Vorpommern
Heiligkreuzsteinach,49.48333,8.795,Baden-Wuerttemberg
Dommitzsch,51.64071,12.8794,Saxony
Essenheim,49.93056,8.15556,Rheinland-Pfalz
Hasselfelde,51.69051,10.85373,Saxony-Anhalt
Schwalmtal,50.68333,9.21667,Hesse
Wiesenbach,49.36139,8.80361,Baden-Wuerttemberg
Euerbach,50.06199,10.13695,Bavaria
Gaienhofen,47.68333,8.98333,Baden-Wuerttemberg
Höckendorf,51.22423,13.90935,Saxony
Ebeleben,51.28283,10.72999,Thuringia
Sollstedt,51.30976,10.4881,Thuringia
Allstedt,51.40379,11.38689,Saxony-Anhalt
Urbar,50.38333,7.63333,Rheinland-Pfalz
Brietlingen,53.33333,10.45,Lower Saxony
