name,latitude,longitude,state
Ober-Ramstadt,49.83078,8.74887,Hesse
Bürstadt,49.64266,8.45936,Hesse
Clausthal-Zellerfeld,51.80949,10.33821,Lower Saxony
Straelen,51.4419,6.26639,North Rhine-Westphalia
Altdorf bei Nürnberg,49.3856,11.3573,Bavaria
Garching,48.24896,11.65101,Bavaria
Oyten,53.05,9.01667,Lower Saxony
Lauda-Königshofen,49.56526,9.70816,Baden-Wuerttemberg
Neu-Anspach,50.31667,8.5,Hesse
Karlstadt,49.96034,9.77239,Bavaria
Beverungen,51.66801,9.37417,North Rhine-Westphalia
Bad Neustadt an der Saale,50.32174,10.20673,Bavaria
Drensteinfurt,51.79535,7.73815,North Rhine-Westphalia
Deutz,50.93463,6.97495,North Rhine-Westphalia
Freiberg am Neckar,48.93196,9.2024,Baden-Wuerttemberg
Wurzen,51.3707,12.73939,Saxony
Much,50.90383,7.40306,North Rhine-Westphalia
Alsterdorf,53.61083,10.01306,Hamburg
Eggenstein-Leopoldshafen,49.09006,8.39879,Baden-Wuerttemberg
Bad Laasphe,50.93139,8.42502,North Rhine-Westphalia
Ascheberg,51.78333,7.61667,North Rhine-Westphalia
Bad Lippspringe,51.78333,8.81683,North Rhine-Westphalia
Dieburg,49.89738,8.84613,Hesse
Humboldtkolonie,50.93182,6.99469,North Rhine-Westphalia
Brackenheim,49.07787,9.06601,Baden-Wuerttemberg
Künzelsau,49.2818,9.68352,Baden-Wuerttemberg
Trossingen,48.07667,8.64409,Baden-Wuerttemberg
Regenstauf,49.12014,12.13027,Bavaria
Gehrden,52.31362,9.60033,Lower Saxony
Herzberg am Harz,51.65546,10.33938,Lower Saxony
Ohlsdorf,53.62594,10.03145,Hamburg
Burbach,50.75105,8.07939,North Rhine-Westphalia
Tiergarten,52.51667,13.36667,Berlin
Homberg,51.02994,9.40261,Hesse
Walldorf,49.30637,8.64236,Baden-Wuerttemberg
Bebra,50.97445,9.79562,Hesse
Schwarzenbek,53.50303,10.48055,Schleswig-Holstein
Fritzlar,51.13181,9.27557,Hesse
Zehdenick,52.97852,13.33165,Brandenburg
Wiefelstede,53.25,8.11667,Lower Saxony
Bergen auf Rügen,54.41823,13.43349,Mecklenburg-Vorpommern
Langwedel,52.97864,9.18542,Lower Saxony
Oberndorf,48.2905,8.57221,Baden-Wuerttemberg
Lubin,51.93814,13.88826,Brandenburg
Stadtbergen,48.36641,10.84636,Bavaria
Anklam,53.85637,13.68965,Mecklenburg-Vorpommern
Gernsbach,48.77034,8.34306,Baden-Wuerttemberg
Pocking,48.40149,13.31315,Bavaria
Plochingen,48.71067,9.41949,Baden-Wuerttemberg
Winterberg,51.19248,8.53468,North Rhine-Westphalia
Ismaning,48.23333,11.68333,Bavaria
Spiesen-Elversberg,49.31667,7.13333,Saarland
Taucha,51.38333,12.48333,Saxony
Quierschied,49.31667,7.05,Saarland
Niedernhausen,50.16307,8.31338,Hesse
Lauterbach,50.63558,9.39777,Hesse
Münsingen,48.41126,9.49704,Baden-Wuerttemberg
Immenstadt im Allgäu,47.55996,10.21394,Bavaria
Isny,47.6926,10.03857,Baden-Wuerttemberg
Kraichtal,49.14623,8.73276,Baden-Wuerttemberg
Markgröningen,48.90493,9.08059,Baden-Wuerttemberg
Bissendorf,52.23333,8.16667,Lower Saxony
Schriesheim,49.47372,8.6636,Baden-Wuerttemberg
Breisach am Rhein,48.03279,7.58294,Baden-Wuerttemberg
Niederzier,50.88333,6.46667,North Rhine-Westphalia
Bad Salzdetfurth,52.05777,10.0058,Lower Saxony
Sandhausen,49.34278,8.65917,Baden-Wuerttemberg
Neckargemünd,49.38899,8.7959,Baden-Wuerttemberg
Murrhardt,48.98191,9.57047,Baden-Wuerttemberg
Bad Wurzach,47.90799,9.89686,Baden-Wuerttemberg
Pegnitz,49.75216,11.54187,Bavaria
Sassenberg,51.99223,8.04068,North Rhine-Westphalia
Brühl,49.39722,8.53361,Baden-Wuerttemberg
Malsch,48.88333,8.33333,Baden-Wuerttemberg
Grünberg,50.59403,8.95866,Hesse
Neunkirchen,50.8,8.0,North Rhine-Westphalia
Barsinghausen,52.3,9.45,Lower Saxony
Bad Camberg,50.29695,8.26896,Hesse
Schwalbach am Taunus,50.15,8.53333,Hesse
Ritterhude,53.18289,8.7355,Lower Saxony
Eppelheim,49.4019,8.63644,Baden-Wuerttemberg
Langenau,48.49616,10.11849,Baden-Wuerttemberg
Schleiden,50.52896,6.47692,North Rhine-Westphalia
Schiffdorf,53.53333,8.65,Lower Saxony
Wennigsen,52.27404,9.57287,Lower Saxony
Mindelheim,48.04578,10.49222,Bavaria
Altes Lager,48.41755,9.53606,Baden-Wuerttemberg
Genthin,52.40668,12.1592,Saxony-Anhalt
Uhingen,48.70475,9.5857,Baden-Wuerttemberg
Bad Wörishofen,48.00674,10.59666,Bavaria
Langerwehe,50.81667,6.35,North Rhine-Westphalia
Münster,49.92278,8.86778,Hesse
Edingen-Neckarhausen,49.45722,8.60639,Baden-Wuerttemberg
Melsungen,51.13029,9.55236,Hesse
Bovenden,51.58836,9.9222,Lower Saxony
Rotenburg an der Fulda,50.99556,9.72838,Hesse
Mainburg,48.64182,11.78093,Bavaria
Prinzenpark,52.26525,10.55013,Lower Saxony
Bad Soden-Salmünster,50.27574,9.36705,Hesse
Neuenkirchen,52.24472,7.37183,North Rhine-Westphalia
Brunsbüttel,53.8962,9.10459,Schleswig-Holstein
Kalkar,51.73907,6.29101,North Rhine-Westphalia
Jever,53.57368,7.89806,Lower Saxony
Saarwellingen,49.3543,6.80487,Saarland
Stein,49.41581,11.01599,Bavaria
Travemünde,53.96304,10.8709,Schleswig-Holstein
Belm,52.3,8.13333,Lower Saxony
Pattensen,52.26448,9.76436,Lower Saxony
Groß-Zimmern,49.8741,8.82898,Hesse
Kelsterbach,50.06135,8.52916,Hesse
Linnich,50.98002,6.27049,North Rhine-Westphalia
Lohfelden,51.26667,9.53333,Hesse
Weilburg,50.48438,8.26249,Hesse
Steinheim,51.87066,9.09136,North Rhine-Westphalia
Biedenkopf,50.91125,8.53016,Hesse
Hüllhorst,52.28333,8.66667,North Rhine-Westphalia
Grenzach-Wyhlen,47.55,7.68333,Baden-Wuerttemberg
Wilsdruff,51.05199,13.53657,Saxony
Aßlar,50.59163,8.46273,Hesse
Erbach,49.66148,8.99402,Hesse
Zeulenroda,50.65278,11.98377,Thuringia
Marienheide,51.08317,7.53087,North Rhine-Westphalia
Leinefelde-Worbis,51.38796,10.3262,Thuringia
Hünxe,51.63405,6.69741,North Rhine-Westphalia
Rödental,50.29516,11.04122,Bavaria
Rellingen,53.65,9.81667,Schleswig-Holstein
Großenkneten,52.94377,8.25323,Lower Saxony
Landau an der Isar,48.67249,12.69316,Bavaria
Schermbeck,51.68333,6.86667,North Rhine-Westphalia
Bargteheide,53.72856,10.26695,Schleswig-Holstein
Blankenese,53.55698,9.8059,Schleswig-Holstein
Sankt Georgen im Schwarzwald,48.12716,8.33513,Baden-Wuerttemberg
Pößneck,50.69358,11.59229,Thuringia
Ratzeburg,53.69965,10.77256,Schleswig-Holstein
Raunheim,50.0132,8.45253,Hesse
Bergen,52.80837,9.96374,Lower Saxony
Schmölln,50.89678,12.35339,Thuringia
Lotte,52.28333,7.91667,North Rhine-Westphalia
Haßfurt,50.03521,10.5156,Bavaria
Lich,50.52085,8.81567,Hesse
Denzlingen,48.06667,7.88333,Baden-Wuerttemberg
Usingen,50.33554,8.53688,Hesse
Hatten,53.05,8.38333,Lower Saxony
Dorfen,48.27037,12.16056,Bavaria
Pritzwalk,53.14945,12.17405,Brandenburg
Feucht,49.37597,11.21433,Bavaria
Bad Fallingbostel,52.86641,9.69558,Lower Saxony
Preußisch Oldendorf,52.30589,8.49341,North Rhine-Westphalia
Hoheluft-West,53.58067,9.96704,Hamburg
Grünstadt,49.56302,8.16279,Rheinland-Pfalz
Höchstadt an der Aisch,49.70617,10.81329,Bavaria
Hagen,52.19629,7.98041,Lower Saxony
Mickten,51.08271,13.70871,Saxony
Thale,51.74861,11.041,Saxony-Anhalt
Weißenhorn,48.30501,10.16047,Bavaria
Eppstein,50.14277,8.39231,Hesse
Kastel,50.00994,8.28291,Rheinland-Pfalz
Fuhlsbüttel,53.63459,10.01608,Hamburg
Büttelborn,49.90333,8.52333,Hesse
Erbach,48.32841,9.88752,Baden-Wuerttemberg
Sendenhorst,51.84303,7.82996,North Rhine-Westphalia
Tostedt,53.28333,9.71667,Lower Saxony
Mittegroßefehn,53.39165,7.56602,Lower Saxony
Tauberbischofsheim,49.62472,9.66278,Baden-Wuerttemberg
Jüterbog,51.99607,13.07979,Brandenburg
Hessisch Lichtenau,51.19954,9.71857,Hesse
Wolfhagen,51.32611,9.17015,Hesse
Schöningen,52.13802,10.96745,Lower Saxony
Pfullendorf,47.9261,9.2578,Baden-Wuerttemberg
Solms,50.5362,8.40704,Hesse
Schwabmünchen,48.17928,10.75675,Bavaria
Vöhringen,48.27839,10.08236,Bavaria
Hösbach,50.00646,9.20765,Bavaria
Meckenbeuren,47.7,9.56667,Baden-Wuerttemberg
Bad Bramstedt,53.9183,9.88424,Schleswig-Holstein
Wadersloh,51.73333,8.25,North Rhine-Westphalia
Langelsheim,51.93789,10.33264,Lower Saxony
Alt-Treptow,52.48863,13.4586,Berlin
Wiesmoor,53.41667,7.73333,Lower Saxony
Tholey,49.48374,7.03691,Saarland
Bohmte,52.36667,8.31667,Lower Saxony
Nordstemmen,52.16196,9.7835,Lower Saxony
Treuchtlingen,48.95473,10.90833,Bavaria
Burladingen,48.29111,9.11286,Baden-Wuerttemberg
Großauheim,50.10292,8.94835,Hesse
Eichstätt,48.88854,11.19675,Bavaria
Ketsch,49.36778,8.53111,Baden-Wuerttemberg
Herbrechtingen,48.62173,10.176,Baden-Wuerttemberg
Perleberg,53.07583,11.85739,Brandenburg
Löningen,52.73678,7.75809,Lower Saxony
Tornesch,53.7,9.71667,Schleswig-Holstein
Bad Freienwalde,52.7873,14.0304,Brandenburg
Velen,51.89447,6.98807,North Rhine-Westphalia
Hilpoltstein,49.19047,11.1906,Bavaria
Plön,54.16241,10.42333,Schleswig-Holstein
Markranstädt,51.30146,12.2202,Saxony
Wehr,47.62983,7.90423,Baden-Wuerttemberg
Kessenich,50.71244,7.1113,North Rhine-Westphalia
Niederschöneweide,52.45564,13.51554,Berlin
Welver,51.61667,7.96667,North Rhine-Westphalia
Lengede,52.20487,10.30775,Lower Saxony
Gräfelfing,48.11878,11.42939,Bavaria
Kirchhundem,51.08556,8.08893,North Rhine-Westphalia
Stahnsdorf,52.38333,13.21667,Brandenburg
Kleinblittersdorf,49.1578,7.03734,Saarland
Monschau,50.55462,6.24001,North Rhine-Westphalia
Petershagen,52.52078,13.78748,Brandenburg
Alpen,51.58333,6.51667,North Rhine-Westphalia
Bitburg,49.96794,6.52734,Rheinland-Pfalz
Scheeßel,53.16667,9.48333,Lower Saxony
Oppum,51.32244,6.61518,North Rhine-Westphalia
Altötting,48.22533,12.67665,Bavaria
Neustadt an der Donau,48.80705,11.76952,Bavaria
Trebur,49.92639,8.40732,Hesse
Östringen,49.21911,8.71192,Baden-Wuerttemberg
Fehmarn,54.4378,11.19352,Schleswig-Holstein
Asperg,48.90525,9.13502,Baden-Wuerttemberg
Eggenfelden,48.40509,12.75752,Bavaria
Buchheim,50.95152,7.02093,North Rhine-Westphalia
Winsen,52.68301,9.91362,Lower Saxony
Sulingen,52.68373,8.80949,Lower Saxony
Bad Urach,48.49107,9.40009,Baden-Wuerttemberg
Bad Dürrheim,48.02093,8.53056,Baden-Wuerttemberg
Mering,48.2656,10.98461,Bavaria
Cremlingen,52.24794,10.65506,Lower Saxony
Krumbach,48.24182,10.3632,Bavaria
Eching,48.3,11.61667,Bavaria
Sulz am Neckar,48.36241,8.63309,Baden-Wuerttemberg
Lorsch,49.65,8.56667,Hesse
Lappersdorf,49.04694,12.0913,Bavaria
Siemensstadt,52.54053,13.26294,Berlin
Ubstadt-Weiher,49.16296,8.63165,Baden-Wuerttemberg
Quakenbrück,52.67502,7.94983,Lower Saxony
Neubiberg,48.0771,11.65812,Bavaria
Neustadt,53.55196,9.98558,Hamburg
Peißenberg,47.80466,11.0699,Bavaria
Oelsnitz,50.4147,12.1695,Saxony
Kaufungen,51.28111,9.61861,Hesse
Buch,52.6347,13.49679,Berlin
Wolgast,54.05275,13.77201,Mecklenburg-Vorpommern
Erlensee,50.16304,8.97823,Hesse
Wasserburg am Inn,48.0525,12.22341,Bavaria
Langenselbold,50.17657,9.04003,Hesse
Endenich,50.72377,7.07278,North Rhine-Westphalia
Twistringen,52.79926,8.64163,Lower Saxony
Dinklage,52.66223,8.1244,Lower Saxony
Neutraubling,48.98737,12.201,Bavaria
Bierstadt,50.08295,8.28569,Hesse
Zeven,53.29657,9.27685,Lower Saxony
Friedland,51.41917,9.91762,Lower Saxony
Bopfingen,48.85847,10.35417,Baden-Wuerttemberg
Halensee,52.49005,13.29602,Berlin
Am Hagenring,52.27256,10.54213,Lower Saxony
Neuenrade,51.28278,7.7825,North Rhine-Westphalia
Gaildorf,49.00027,9.76953,Baden-Wuerttemberg
Abensberg,48.81684,11.8498,Bavaria
Haselünne,52.67412,7.4846,Lower Saxony
Rommerskirchen,51.03333,6.68333,North Rhine-Westphalia
Mettingen,52.31667,7.78333,North Rhine-Westphalia
Hauzenberg,48.64957,13.62645,Bavaria
Wernau,48.69306,9.41533,Baden-Wuerttemberg
Maisach,48.21667,11.26667,Bavaria
Borken,51.04501,9.2844,Hesse
Wickede,51.4964,7.86587,North Rhine-Westphalia
Westerland,54.9079,8.30326,Schleswig-Holstein
Grafing bei München,48.04596,11.96797,Bavaria
Demmin,53.90762,13.03142,Mecklenburg-Vorpommern
Mülsen,50.75,12.56667,Saxony
Markdorf,47.71916,9.39028,Baden-Wuerttemberg
Gladenbach,50.76847,8.58085,Hesse
Burgstädt,50.91333,12.806,Saxony
Barßel,53.16981,7.75012,Lower Saxony
Beelitz,52.23812,12.9714,Brandenburg
Oberhaching,48.02455,11.59744,Bavaria
Spaichingen,48.07477,8.73508,Baden-Wuerttemberg
Wächtersbach,50.25511,9.29564,Hesse
Neustadt an der Aisch,49.57953,10.61126,Bavaria
Schongau,47.8124,10.89664,Bavaria
Bad Wünnenberg,51.52002,8.69934,North Rhine-Westphalia
Altenstadt,50.28747,8.94373,Hesse
Bad Abbach,48.93754,12.04494,Bavaria
Wittingen,52.72694,10.73613,Lower Saxony
Hersbruck,49.51083,11.43151,Bavaria
Plattling,48.77866,12.87509,Bavaria
Mutterstadt,49.44139,8.35611,Rheinland-Pfalz
Drochtersen,53.71015,9.38463,Lower Saxony
Barsbüttel,53.56667,10.16667,Schleswig-Holstein
Zella-Mehlis,50.65642,10.66046,Thuringia
Philippsburg,49.2317,8.46074,Baden-Wuerttemberg
Harsefeld,53.45399,9.50297,Lower Saxony
Montabaur,50.43588,7.8232,Rheinland-Pfalz
Niefern-Öschelbronn,48.91667,8.78333,Baden-Wuerttemberg
Harsum,52.21045,9.96486,Lower Saxony
Drolshagen,51.02358,7.77355,North Rhine-Westphalia
Regen,48.9719,13.12824,Bavaria
Mömbris,50.06921,9.16371,Bavaria
Langgöns,50.5,8.66667,Hesse
Balve,51.3315,7.86424,North Rhine-Westphalia
Garrel,52.95,8.01667,Lower Saxony
Oelsnitz,50.72584,12.701,Saxony
Feuchtwangen,49.16287,10.3385,Bavaria
Issum,51.53333,6.43333,North Rhine-Westphalia
Hemsbach,49.59075,8.64779,Baden-Wuerttemberg
Ilsede,52.2634,10.19922,Lower Saxony
Röthenbach an der Pegnitz,49.48301,11.24116,Bavaria
Ottersberg,53.1099,9.14408,Lower Saxony
Roßdorf,49.85972,8.76167,Hesse
Sankt Leon-Rot,49.26593,8.61803,Baden-Wuerttemberg
Fuldatal,51.38333,9.56667,Hesse
Roßlau,51.88736,12.24192,Saxony-Anhalt
Hildburghausen,50.42553,10.73184,Thuringia
Bretzfeld,49.17944,9.43833,Baden-Wuerttemberg
Weststadt,53.63472,11.39565,Mecklenburg-Vorpommern
Altstadt,47.66056,9.17345,Baden-Wuerttemberg
Kirchheim bei München,48.17656,11.75563,Bavaria
Olfen,51.70787,7.37893,North Rhine-Westphalia
Höhenberg,50.93323,7.04138,North Rhine-Westphalia
Hadamar,50.44593,8.04253,Hesse
Tamm,48.91988,9.11556,Baden-Wuerttemberg
Hagenow,53.43134,11.19159,Mecklenburg-Vorpommern
Glückstadt,53.78893,9.42576,Schleswig-Holstein
Pasewalk,53.50627,13.98997,Mecklenburg-Vorpommern
Walldürn,49.58358,9.36642,Baden-Wuerttemberg
Ludwigslust,53.32917,11.49714,Mecklenburg-Vorpommern
Peiting,47.79549,10.92951,Bavaria
Wentorf bei Hamburg,53.5,10.25,Schleswig-Holstein
Burglengenfeld,49.20379,12.04452,Bavaria
Scharbeutz,54.03333,10.75,Schleswig-Holstein
Gerstetten,48.62254,10.01984,Baden-Wuerttemberg
Bischofsheim,49.99389,8.36722,Hesse
Überherrn,49.24187,6.6984,Saarland
Kranichstein,49.90474,8.68084,Hesse
Havixbeck,51.98333,7.41667,North Rhine-Westphalia
Bad Windsheim,49.50274,10.41539,Bavaria
Titisee-Neustadt,47.92104,8.19063,Baden-Wuerttemberg
Schönefeld,52.38897,13.50374,Brandenburg
Jork,53.53198,9.68076,Lower Saxony
Hammelburg,50.11633,9.89143,Bavaria
Bad Belzig,52.14184,12.59272,Brandenburg
Ettenheim,48.25696,7.81247,Baden-Wuerttemberg
Buchloe,48.03719,10.72548,Bavaria
Neustadt in Sachsen,51.02844,14.21785,Saxony
Murnau am Staffelsee,47.68085,11.20125,Bavaria
Rielasingen-Worblingen,47.73465,8.84013,Baden-Wuerttemberg
Geisenheim,49.9847,7.96835,Hesse
Schöneiche,52.47286,13.69226,Brandenburg
Kall,50.54223,6.56297,North Rhine-Westphalia
Pfarrkirchen,48.43205,12.93812,Bavaria
Teningen,48.12952,7.81205,Baden-Wuerttemberg
Besigheim,48.99797,9.14268,Baden-Wuerttemberg
Dinkelsbühl,49.06942,10.31985,Bavaria
Osterhofen,48.7,13.02221,Bavaria
Gardelegen,52.5252,11.39523,Saxony-Anhalt
Bohnsdorf,52.39434,13.57339,Berlin
Kronshagen,54.33333,10.08333,Schleswig-Holstein
Weinsberg,49.15127,9.28762,Baden-Wuerttemberg
Wilkau-Haßlau,50.67504,12.51482,Saxony
Rosdorf,51.5,9.9,Lower Saxony
Lauenburg,53.37199,10.55654,Schleswig-Holstein
Recke,52.36885,7.72116,North Rhine-Westphalia
Blaubeuren,48.41215,9.78427,Baden-Wuerttemberg
Bad Lauterberg im Harz,51.63272,10.47031,Lower Saxony
Lehre,52.32793,10.66899,Lower Saxony
Bestwig,51.36081,8.40082,North Rhine-Westphalia
Gärtringen,48.64176,8.90073,Baden-Wuerttemberg
Schalksmühle,51.2412,7.5279,North Rhine-Westphalia
Rosbach vor der Höhe,50.30332,8.68976,Hesse
Erkner,52.42,13.75437,Brandenburg
Rudersberg,48.88515,9.52927,Baden-Wuerttemberg
Wald-Michelbach,49.57,8.83167,Hesse
Zschopau,50.74818,13.07691,Saxony
Billerbeck,51.97829,7.29261,North Rhine-Westphalia
Graben-Neudorf,49.16695,8.49243,Baden-Wuerttemberg
Ostheim,50.93117,7.04412,North Rhine-Westphalia
Zetel,53.41667,7.98333,Lower Saxony
Neuenburg am Rhein,47.81431,7.56005,Baden-Wuerttemberg
Trostberg an der Alz,48.02802,12.55804,Bavaria
Durmersheim,48.93333,8.26667,Baden-Wuerttemberg
Bad Sassendorf,51.58333,8.16667,North Rhine-Westphalia
Nikolassee,52.4227,13.18508,Berlin
Eichenau,48.16667,11.31667,Bavaria
Grunewald,52.48338,13.26586,Berlin
Morsbach,50.86665,7.72787,North Rhine-Westphalia
Holzgerlingen,48.63969,9.01149,Baden-Wuerttemberg
Dossenheim,49.45028,8.67472,Baden-Wuerttemberg
Linkenheim-Hochstetten,49.13197,8.41244,Baden-Wuerttemberg
Harrislee,54.8,9.38333,Schleswig-Holstein
Poing,48.17004,11.81863,Bavaria
Werther,52.07771,8.41793,North Rhine-Westphalia
Burgthann,49.35202,11.31154,Bavaria
Schotten,50.50346,9.12516,Hesse
Gundelfingen,48.04246,7.8657,Baden-Wuerttemberg
Bad Doberan,54.10712,11.90051,Mecklenburg-Vorpommern
Möhnesee,51.5,8.13333,North Rhine-Westphalia
Münchberg,50.18952,11.78823,Bavaria
Bad Iburg,52.1549,8.04216,Lower Saxony
Zwönitz,50.63027,12.80999,Saxony
Heddesheim,49.50556,8.60361,Baden-Wuerttemberg
Großräschen,51.5876,14.01093,Brandenburg
Braunfels,50.51545,8.38918,Hesse
Hirschaid,49.81789,10.98918,Bavaria
Velten,52.69149,13.17533,Brandenburg
Ochsenfurt,49.66429,10.06227,Bavaria
Gangelt,50.99247,5.99802,North Rhine-Westphalia
Nörvenich,50.80604,6.63952,North Rhine-Westphalia
Bad Dürrenberg,51.29545,12.06583,Saxony-Anhalt
Ladenburg,49.47307,8.60896,Baden-Wuerttemberg
Schüttorf,52.32281,7.22176,Lower Saxony
Neuhausen auf den Fildern,48.68333,9.28333,Baden-Wuerttemberg
Waltershausen,50.89827,10.55791,Thuringia
Friedrichsthal,49.32786,7.09622,Saarland
Ergolding,48.57654,12.17102,Bavaria
Eisenberg,50.9686,11.90207,Thuringia
Neuhof,50.45313,9.6175,Hesse
Lorch,48.79833,9.6914,Baden-Wuerttemberg
Vienenburg,51.95242,10.56374,Lower Saxony
Vilsbiburg,48.45296,12.35604,Bavaria
Roding,49.19426,12.51956,Bavaria
Westerkappeln,52.31667,7.88333,North Rhine-Westphalia
Raubling,47.7905,12.11088,Bavaria
Gemünden am Main,50.04946,9.70593,Bavaria
Schwarzenbach an der Saale,50.22279,11.93504,Bavaria
Steinheim an der Murr,48.96821,9.27708,Baden-Wuerttemberg
Marpingen,49.45228,7.0582,Saarland
Altdorf,48.15374,12.18419,Bavaria
Miesbach,47.78903,11.83382,Bavaria
St. Georg,53.55513,10.01231,Hamburg
Rodenbach,50.15,9.03333,Hesse
Calbe,51.90668,11.77478,Saxony-Anhalt
Poll,50.91256,6.99057,North Rhine-Westphalia
Welzheim,48.87675,9.63434,Baden-Wuerttemberg
Steinau an der Straße,50.31401,9.46335,Hesse
Rüthen,51.4909,8.43596,North Rhine-Westphalia
Plänterwald,52.48106,13.47276,Berlin
Oberschleißheim,48.25,11.56667,Bavaria
Lügde,51.95828,9.24706,North Rhine-Westphalia
Dassel,51.80179,9.68904,Lower Saxony
Brand-Erbisdorf,50.86643,13.32285,Saxony
Geeste,52.6,7.26667,Lower Saxony
Lichtenau,51.61707,8.89665,North Rhine-Westphalia
Altensteig,48.58649,8.60395,Baden-Wuerttemberg
Emstek,52.83333,8.15,Lower Saxony
Manching,48.71656,11.49393,Bavaria
Isselburg,51.83232,6.46428,North Rhine-Westphalia
Stollberg,50.70999,12.78034,Saxony
Gengenbach,48.40476,8.01433,Hesse
Felsberg,51.13763,9.42139,Hesse
Raesfeld,51.76667,6.85,North Rhine-Westphalia
Meitingen,48.54586,10.85179,Bavaria
Riehl,50.96686,6.97572,North Rhine-Westphalia
Fürth,49.65083,8.78472,Hesse
Bockenem,52.00993,10.13197,Lower Saxony
Salem,47.76258,9.29031,Baden-Wuerttemberg
Olbernhau,50.6587,13.3425,Saxony
Kissing,48.30375,10.97088,Bavaria
Morbach,49.80772,7.12714,Rheinland-Pfalz
Flöha,50.85613,13.07407,Saxony
Meßstetten,48.18317,8.96565,Baden-Wuerttemberg
Bad Schwalbach,50.14196,8.06964,Hesse
Niesky,51.29241,14.82107,Saxony
Rothenburg ob der Tauber,49.37885,10.18711,Bavaria
Bad Gandersheim,51.87167,10.02537,Lower Saxony
Waidmannslust,52.60691,13.31968,Berlin
Lichtenstein,50.75659,12.63025,Saxony
Sinzheim,48.76667,8.16667,Baden-Wuerttemberg
Groß Flottbek,53.5623,9.88688,Hamburg
Stelle,53.38416,10.11138,Lower Saxony
Essenbach,48.61332,12.21833,Bavaria
Lauffen am Neckar,49.0734,9.14567,Baden-Wuerttemberg
Lauingen,48.56775,10.42706,Bavaria
Jessen,51.79337,12.95762,Saxony-Anhalt
Donzdorf,48.68544,9.81053,Baden-Wuerttemberg
Schwaigern,49.14494,9.05525,Baden-Wuerttemberg
Eichenzell,50.49536,9.69672,Hesse
Ebersberg,48.0771,11.97063,Bavaria
Herzberg,51.68692,13.22016,Brandenburg
Hasbergen,52.23754,7.96114,Lower Saxony
Marktheidenfeld,49.8454,9.60359,Bavaria
Ueckermünde,53.73795,14.04473,Mecklenburg-Vorpommern
Rath,50.92379,7.0927,North Rhine-Westphalia
Rheinau,48.66602,7.93659,Baden-Wuerttemberg
Apen,53.21667,7.8,Lower Saxony
Sassenburg,52.51667,10.63333,Lower Saxony
Rheinau,48.87173,8.19133,Baden-Wuerttemberg
Grevesmühlen,53.86337,11.1916,Mecklenburg-Vorpommern
Wolnzach,48.6038,11.62568,Bavaria
Dippoldiswalde,50.89621,13.66905,Saxony
Wellingsbüttel,53.64104,10.0798,Hamburg
Wietmarschen,52.51806,7.13408,Lower Saxony
Rehburg-Loccum,52.46952,9.19957,Lower Saxony
Bad Liebenwerda,51.51826,13.39459,Brandenburg
Prien am Chiemsee,47.85602,12.34623,Bavaria
Merchweiler,49.35,7.05,Saarland
Wolmirstedt,52.24856,11.62945,Saxony-Anhalt
Markt Schwaben,48.18949,11.8691,Bavaria
Laichingen,48.48939,9.68612,Baden-Wuerttemberg
Bannewitz,50.99291,13.71712,Saxony
Anröchte,51.56667,8.33333,North Rhine-Westphalia
Gaimersheim,48.80705,11.36801,Bavaria
Grünwald,48.03947,11.5232,Bavaria
Haigerloch,48.36614,8.80357,Baden-Wuerttemberg
Diez,50.37419,8.00735,Rheinland-Pfalz
Malente,54.17226,10.55968,Schleswig-Holstein
Nußloch,49.32389,8.69556,Baden-Wuerttemberg
Visselhövede,52.98546,9.58265,Lower Saxony
Böhl-Iggelheim,49.38056,8.30389,Rheinland-Pfalz
Bischofswerda,51.12771,14.17974,Saxony
Sassnitz,54.5157,13.64451,Mecklenburg-Vorpommern
Waldkirchen,48.7327,13.60082,Bavaria
Lankow,53.64983,11.36913,Mecklenburg-Vorpommern
Burgkirchen an der Alz,48.16753,12.7325,Bavaria
Aerzen,52.04953,9.25856,Lower Saxony
Limburgerhof,49.42444,8.39194,Rheinland-Pfalz
Ruppichteroth,50.84367,7.48409,North Rhine-Westphalia
Michendorf,52.31352,13.02996,Brandenburg
Schwieberdingen,48.87644,9.07439,Baden-Wuerttemberg
Reiskirchen,50.6,8.83333,Hesse
Nideggen,50.69268,6.48437,North Rhine-Westphalia
Boizenburg,53.38153,10.72375,Mecklenburg-Vorpommern
Leutenbach,48.88791,9.39267,Baden-Wuerttemberg
Eningen unter Achalm,48.48686,9.25946,Baden-Wuerttemberg
Ostrhauderfehn,53.13333,7.61667,Lower Saxony
Nohfelden,49.58693,7.14283,Saarland
Maxhütte-Haidhof,49.19963,12.09229,Bavaria
Werneck,49.98201,10.09884,Bavaria
Grimmen,54.11215,13.04051,Mecklenburg-Vorpommern
Torgelow,53.63415,14.01346,Mecklenburg-Vorpommern
Ostbevern,52.04018,7.84229,North Rhine-Westphalia
Schierstein,50.04457,8.19788,Rheinland-Pfalz
Gernsheim,49.75305,8.48859,Hesse
Kriftel,50.08408,8.46977,Hesse
Langenzenn,49.49463,10.7923,Bavaria
Bad Staffelstein,50.10199,11.00128,Bavaria
Birkenfeld,48.86667,8.63333,Baden-Wuerttemberg
Friedeburg,53.45,7.83333,Lower Saxony
Salzhemmendorf,52.067,9.5872,Lower Saxony
Ossendorf,50.97059,6.90628,North Rhine-Westphalia
